,Name,Team,Position,Batting,Bowling
1812,Hasibul Hossain,Bangladesh,--,Right Handed Bat,Right-arm fast-medium
1813,AM Bacher,South Africa,WK-Batsman,Right Handed Bat,Right-arm medium
1814,JW Wilson,New Zealand,--,Right Handed Bat,Right-arm fast-medium
1815,LJ Hamilton,New Zealand,Batting Allrounder,Right Handed Bat,Right-arm medium
1816,RS Gavaskar,India,--,Right Handed Bat,null
1817,A McGrath,England,--,Right Handed Bat,Right-arm medium
1818,HJW Gardiner,Scotland,Batsman,Right Handed Bat,null
1819,AR Berenger,United Arab Emirates,WK-Batsman,Right Handed Bat,null
1820,Krishna Chandran,United Arab Emirates,Batting Allrounder,Right Handed Bat,Right-arm medium
1821,SP Patil,United Arab Emirates,WK-Batsman,Right Handed Bat,null
1822,Nasir Aziz,United Arab Emirates,Bowler,Right Handed Bat,Right-arm offbreak
1823,FRJ Coleman,Scotland,WK-Batsman,Right Handed Bat,null
1824,AM Guruge,United Arab Emirates,Bowler,Right Handed Bat,Left-arm fast-medium
1825,AJ Bichel,Australia,--,Right Handed Bat,Right-arm fast-medium
1826,SB Bangar,India,Batting Allrounder,Right Handed Bat,Right-arm fast-medium
1827,RR Rossouw,South Africa,Batsman,Left Handed Bat,Right-arm offbreak
1828,HK Badani,India,--,Left Handed Bat,Left-arm orthodox
1829,Arafat Sunny,Bangladesh,Bowler,Left Handed Bat,Left-arm orthodox
1830,Saqlain Haider,United Arab Emirates,WK-Batsman,Left Handed Bat,null
1831,TJ Friend,Zimbabwe,Batting Allrounder,Right Handed Bat,Right-arm fast-medium
1832,PHT Kaushal,Sri Lanka,Bowler,Right Handed Bat,Right-arm offbreak
1833,Mohammad Khalil,Pakistan,Bowler,Left Handed Bat,Left-arm medium
1834,Reon King,West Indies,--,Right Handed Bat,Right-arm fast-medium
1835,Bilawal Bhatti,Pakistan,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium
1836,KDK Vithanage,Sri Lanka,Batsman,Left Handed Bat,Right-arm legbreak
1837,Anwar Ali,Pakistan,Bowler,Right Handed Bat,Right-arm fast-medium
1838,D Daesrath,Canada,Batting Allrounder,Right Handed Bat,Right-arm medium
1839,K Kamyuka,Canada,Bowler,Right Handed Bat,Right-arm fast-medium
1840,JOA Gordon,Canada,Bowler,Right Handed Bat,Right-arm fast-medium
1841,TGJ Gruijters,Netherlands,Bowling Allrounder,Right Handed Bat,Right-arm offbreak
1842,EJ Richardson,Ireland,Bowler,Right Handed Bat,Right-arm offbreak
1843,RP Alexander,United States of America,--,Left Handed Bat,Right-arm offbreak
1844,MR Johnson,United States of America,--,Right Handed Bat,Right-arm medium
1845,LC Romero,United States of America,--,Right Handed Bat,Right-arm medium
1846,SJ Massiah,United States of America,--,Right Handed Bat,Right-arm offbreak
1847,RW Staple,United States of America,List A Matches,ODI Matches,FC Matches
1848,CB Lambert,United States of America,--,Left Handed Bat,Right-arm offbreak
1849,JH Desai,United States of America,--,Left Handed Bat,Right-arm offbreak
1850,Aijaz Ali,United States of America,Batsman,Right Handed Bat,Right-arm legbreak
1851,Rashid Zia,United States of America,Batsman,Left Handed Bat,Right-arm offbreak
1852,CA Reid,United States of America,--,Right Handed Bat,null
1853,HR Johnson,United States of America,--,Right Handed Bat,Right-arm offbreak
1854,MA Suji,Kenya,Bowler,Right hand Bat,Right arm Medium fast
1855,Nasir Javed,United States of America,--,Right Handed Bat,Right-arm legbreak
1856,DL Blake,United States of America,Bowler,Right Handed Bat,Left-arm chinaman
1857,M van Jaarsveld,South Africa,Batsman,Right Handed Bat,Right-arm medium
1858,RO Hinds,West Indies,Batting Allrounder,Left Handed Bat,Left-arm orthodox
1859,RWT Key,England,Batsman,Right Handed Bat,Right-arm offbreak
1860,CJ Nevin,New Zealand,--,Right Handed Bat,null
1861,SV Bahutule,India,Bowling Allrounder,Left Handed Bat,Right-arm legbreak
1862,Ayasha Rahman,Bangladesh,Batsman,Right Handed Bat,null
1863,A le Breton,South Africa,Batsman,Right Handed Bat,Right-arm medium
1864,Shathira Jakir,Bangladesh,--,Right Handed Bat,Right-arm medium
1865,Sultana Yesmin,Bangladesh,WK-Batsman,Right Handed Bat,null
1866,E Theunissen,South Africa,Bowler,Right Handed Bat,Right-arm medium
1867,STR Binny,India,Batting Allrounder,Right Handed Bat,Right-arm medium
1868,HF Gurney,England,Bowler,Right Handed Bat,Left-arm fast-medium
1869,SDNS Karunaratne,Sri Lanka,Bowler,Right Handed Bat,Right-arm fast-medium
1870,NA Moodley,South Africa,Batting Allrounder,Right Handed Bat,Right-arm medium
1871,Zeeshan Siddiqi,Canada,--,WK-Batsman,Right Handed Bat
1872,PC de Silva,Sri Lanka,Batting Allrounder,Left Handed Bat,Left-arm orthodox
1873,Mohammad Talha,Pakistan,Bowler,Right Handed Bat,Right-arm fast-medium
1874,LR Johnson,West Indies,Bowler,Left Handed Bat,Left-arm orthodox
1875,VR Vanitha,India,Batsman,Right Handed Bat,Right-arm medium
1876,Zulfiqar Babar,Pakistan,Bowler,Right Handed Bat,Left-arm orthodox
1877,Raza Hasan,Pakistan,Batting Allrounder,Right Handed Bat,Right-arm offbreak
1878,J Anderson,Ireland,Bowler,Left Handed Bat,Right-arm fast-medium
1879,J Nyumbu,Zimbabwe,Bowling Allrounder,Right Handed Bat,Right-arm offbreak
1880,M Shezi,South Africa,Bowler,Left Handed Bat,Left-arm medium
1881,Salman Faris,United Arab Emirates,Batting Allrounder,Left Handed Bat,Right-arm legbreak
1882,Mohammad Shahzad,United Arab Emirates,WK-Batsman,Right Handed Bat,null
1883,Fayyaz Ahmed,United Arab Emirates,Batting Allrounder,Left Handed Bat,Left-arm orthodox
1884,Irfan Sajid,United Arab Emirates,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
1885,Ankur Sharma,Hong Kong,WK-Batsman,Right Handed Bat,Right-arm offbreak
1886,Haseeb Amjad,Hong Kong,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium
1887,BM Wheeler,New Zealand,Bowler,Right Handed Bat,Left-arm fast-medium
1888,AW Mathieson,New Zealand,Bowler,Right Handed Bat,Right-arm medium
1889,JA Burns,Australia,Batsman,Right Handed Bat,Right-arm medium
1890,Parvez Rasool,India,Bowling Allrounder,Right Handed Bat,Right-arm offbreak
1891,GS Sandhu,Australia,Bowler,Left Handed Bat,Right-arm fast-medium
1892,Sania Khan,Pakistan,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
1893,B Bezuidenhout,South Africa,Top order Batter,Right hand Bat,null
1894,Jubair Hossain,Bangladesh,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
1895,ZS Ansari,England,Bowler,Left Handed Bat,Left-arm orthodox
1896,KV Sharma,India,Bowler,Left Handed Bat,Right-arm legbreak
1897,RL Grundy,England,Bowling Allrounder,Left Handed Bat,Left-arm medium
1898,D Wiese,South Africa,Batting Allrounder,Right Handed Bat,Right-arm fast-medium
1899,Salman Farooq,United Arab Emirates,Bowling Allrounder,Right Handed Bat,Right-arm offbreak
1900,Saad Nasim,Pakistan,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
1901,R Kaia,Zimbabwe,Batting Allrounder,Right Handed Bat,Right-arm offbreak
1902,SM Boland,Australia,Bowler,Right Handed Bat,Right-arm fast-medium
1903,JS Paris,Australia,Bowler,Left Handed Bat,Left-arm fast-medium
1904,Gurkeerat Singh,India,Batsman,Right Handed Bat,Right-arm offbreak
1905,R Dhawan,India,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium
1906,Bilal Asif,Pakistan,Batting Allrounder,Right Handed Bat,Right-arm offbreak
1907,Zafar Gohar,Pakistan,Bowler,Left Handed Bat,Left-arm orthodox
1908,MS Chapman,Hong Kong,Batting Allrounder,Left Handed Bat,Left-arm orthodox
1909,Asif Iqbal (1),United Arab Emirates,--,Right Handed Bat,Right-arm medium
1910,Umair Ali,United Arab Emirates,Bowler,Right Handed Bat,Right-arm medium
1911,Y Punja,United Arab Emirates,--,Right Handed Bat,Right-arm fast-medium
1912,Zaheer Maqsood,United Arab Emirates,Bowler,Right Handed Bat,Right-arm legbreak
1913,KMC Bandara,Sri Lanka,Bowler,Right Handed Bat,Right-arm legbreak
1914,SP Terry,Ireland,T20 Matches,FC Matches,List A Matches
1915,DJ Worrall,Australia,Bowler,Right Handed Bat,Right-arm fast-medium
1916,JM Mennie,Australia,Bowler,Right Handed Bat,Right-arm fast-medium
1917,CP Tremain,Australia,Bowler,Right Handed Bat,Right-arm fast-medium
1918,DS Weerakkody,Sri Lanka,WK-Batsman,Left Handed Bat,null
1919,U Raymond-Hoey,Ireland,Batsman,Right Handed Bat,Right-arm medium
1920,CC Dalton,Ireland,--,Right Handed Bat,null
