,Name,Right arm Fast,Right arm Medium,Left arm Fast,Left arm Medium,Right arm off-spinner,Right arm Legbreak,Left arm Orthodox,Left arm Chinaman,Hitting Score,Anchoring Score
671,SIP Fernando,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
672,SIR Dunkley,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
673,SJ Andrews,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
674,SJ Baard,"[9, 15, 1]","[52, 56, 1]","[16, 71, 5]","[0, 0, 0]","[20, 24, 0]","[8, 20, 1]","[5, 15, 1]","[0, 0, 0]",To be calculated,To be calculated
675,SJ Elliott,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
676,SJ Harmison,"[34, 64, 2]","[11, 9, 0]","[7, 7, 1]","[0, 0, 0]","[5, 13, 3]","[0, 0, 0]","[7, 11, 1]","[0, 0, 0]",To be calculated,To be calculated
677,SJ McGlashan,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
678,SK Atai,"[13, 24, 1]","[1, 1, 0]","[6, 6, 1]","[0, 0, 0]","[4, 12, 0]","[2, 4, 0]","[8, 14, 1]","[0, 0, 0]",To be calculated,To be calculated
679,SK Burke,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
680,SK Raina,"[1991, 2059, 55]","[233, 239, 9]","[375, 468, 16]","[0, 0, 0]","[729, 977, 21]","[100, 101, 5]","[379, 437, 5]","[5, 10, 1]",To be calculated,To be calculated
681,SK Yadav,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
682,SM Davies,"[87, 85, 2]","[0, 0, 0]","[49, 40, 1]","[0, 0, 0]","[52, 55, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
683,SM Ervine,"[30, 24, 2]","[27, 25, 1]","[10, 7, 0]","[0, 0, 0]","[0, 0, 0]","[29, 15, 0]","[0, 0, 0]","[0, 1, 1]",To be calculated,To be calculated
684,SM Harwood,"[0, 4, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
685,SM Katich,"[466, 618, 11]","[71, 72, 1]","[103, 175, 3]","[0, 2, 1]","[109, 144, 2]","[0, 0, 0]","[23, 36, 0]","[0, 0, 0]",To be calculated,To be calculated
686,SM Kavanagh,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
687,SM Warnapura,"[7, 29, 1]","[0, 0, 0]","[21, 31, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
688,SO Dowrich,"[0, 3, 0]","[0, 0, 0]","[6, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
689,SO Hetmyer,"[451, 429, 12]","[29, 35, 0]","[60, 62, 4]","[0, 0, 0]","[135, 138, 5]","[154, 153, 2]","[73, 69, 0]","[82, 74, 2]",To be calculated,To be calculated
690,Sohaib Maqsood,"[163, 245, 9]","[29, 27, 1]","[59, 88, 1]","[0, 0, 0]","[60, 50, 1]","[81, 90, 3]","[80, 72, 1]","[0, 0, 0]",To be calculated,To be calculated
691,Soumya Sarkar,"[702, 752, 24]","[101, 85, 2]","[222, 238, 5]","[0, 0, 0]","[190, 224, 3]","[48, 57, 2]","[94, 77, 0]","[2, 6, 0]",To be calculated,To be calculated
692,SP Fleming,"[682, 932, 19]","[77, 138, 5]","[181, 223, 7]","[0, 0, 0]","[22, 51, 1]","[0, 0, 0]","[84, 79, 2]","[11, 9, 1]",To be calculated,To be calculated
693,SP Patil,"[53, 100, 1]","[0, 0, 0]","[28, 37, 1]","[0, 0, 0]","[4, 15, 0]","[26, 40, 0]","[10, 12, 1]","[0, 0, 0]",To be calculated,To be calculated
694,SPD Smith,"[1756, 1930, 35]","[74, 87, 3]","[291, 378, 9]","[0, 0, 0]","[376, 492, 8]","[285, 367, 9]","[256, 324, 2]","[146, 169, 3]",To be calculated,To be calculated
695,SR Patel,"[197, 158, 6]","[0, 0, 0]","[30, 43, 1]","[0, 0, 0]","[37, 53, 1]","[0, 0, 0]","[2, 3, 0]","[0, 0, 0]",To be calculated,To be calculated
696,SR Taylor,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
697,SR Tendulkar,"[2290, 2913, 53]","[274, 296, 6]","[544, 655, 12]","[0, 0, 0]","[441, 418, 10]","[31, 31, 0]","[147, 183, 2]","[83, 96, 1]",To be calculated,To be calculated
698,SR Watson,"[2375, 2551, 55]","[283, 322, 7]","[230, 332, 6]","[0, 0, 0]","[396, 552, 11]","[99, 121, 2]","[298, 313, 5]","[0, 0, 0]",To be calculated,To be calculated
699,SS Grimmond,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
700,SS Iyer,"[334, 407, 13]","[68, 77, 1]","[54, 55, 2]","[0, 0, 0]","[39, 39, 0]","[84, 91, 3]","[137, 122, 1]","[19, 25, 1]",To be calculated,To be calculated
701,SS Pathirana,"[33, 69, 5]","[0, 0, 0]","[32, 55, 0]","[0, 0, 0]","[90, 81, 3]","[87, 80, 2]","[20, 17, 0]","[0, 0, 0]",To be calculated,To be calculated
702,SS Tiwary,"[21, 28, 0]","[1, 3, 0]","[8, 4, 0]","[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
703,SS Weerakkody,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
704,SSJ Brooks,"[187, 241, 6]","[59, 64, 1]","[52, 86, 3]","[0, 0, 0]","[78, 108, 2]","[33, 43, 1]","[20, 28, 1]","[0, 0, 0]",To be calculated,To be calculated
705,ST Jayasuriya,"[1688, 1777, 43]","[183, 170, 3]","[496, 555, 13]","[0, 0, 0]","[174, 214, 6]","[28, 29, 0]","[126, 140, 1]","[23, 25, 1]",To be calculated,To be calculated
706,STR Binny,"[57, 71, 5]","[27, 20, 0]","[12, 6, 0]","[0, 0, 0]","[39, 44, 1]","[25, 32, 0]","[18, 29, 0]","[0, 0, 0]",To be calculated,To be calculated
707,Sultana Yesmin,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
708,Suraj Kumar,"[69, 89, 2]","[18, 13, 2]","[21, 21, 0]","[0, 0, 0]","[10, 29, 0]","[38, 35, 1]","[35, 65, 2]","[0, 0, 0]",To be calculated,To be calculated
709,SV Samson,"[31, 47, 2]","[30, 23, 1]","[0, 0, 0]","[0, 0, 0]","[26, 32, 0]","[21, 14, 0]","[43, 34, 1]","[0, 0, 0]",To be calculated,To be calculated
710,SW Ambris,"[241, 242, 4]","[5, 5, 1]","[68, 64, 3]","[0, 0, 0]","[11, 27, 1]","[6, 7, 0]","[25, 26, 1]","[19, 16, 0]",To be calculated,To be calculated
711,SW Bates,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
712,SW Billings,"[180, 217, 6]","[57, 47, 1]","[57, 75, 2]","[0, 0, 0]","[73, 73, 2]","[58, 61, 2]","[25, 40, 1]","[7, 6, 0]",To be calculated,To be calculated
713,SW Poynter,"[29, 45, 3]","[13, 11, 0]","[0, 0, 0]","[0, 0, 0]","[23, 45, 1]","[38, 63, 2]","[3, 4, 0]","[0, 0, 0]",To be calculated,To be calculated
714,T Banton,"[10, 6, 0]","[7, 10, 0]","[23, 25, 1]","[0, 0, 0]","[25, 32, 0]","[2, 3, 1]","[0, 0, 0]","[28, 31, 1]",To be calculated,To be calculated
715,T Bavuma,"[268, 323, 6]","[30, 45, 2]","[29, 48, 2]","[0, 0, 0]","[20, 36, 1]","[83, 97, 2]","[74, 100, 1]","[0, 0, 0]",To be calculated,To be calculated
716,T Bhatia,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
717,T Chetty,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
718,T Duffin,"[99, 297, 6]","[0, 6, 1]","[39, 55, 0]","[0, 0, 0]","[21, 29, 1]","[0, 0, 0]","[1, 1, 0]","[3, 11, 0]",To be calculated,To be calculated
719,T Granger,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
720,T Kaitano,"[69, 86, 1]","[18, 30, 2]","[0, 0, 0]","[0, 0, 0]","[12, 22, 0]","[4, 6, 3]","[0, 0, 0]","[0, 2, 1]",To be calculated,To be calculated
721,T Maruma,"[47, 96, 6]","[2, 6, 1]","[18, 37, 1]","[0, 0, 0]","[24, 30, 2]","[28, 32, 1]","[7, 15, 0]","[0, 0, 0]",To be calculated,To be calculated
722,T Taibu,"[648, 1023, 24]","[109, 143, 5]","[158, 246, 6]","[0, 0, 0]","[321, 428, 3]","[93, 134, 3]","[227, 329, 8]","[9, 16, 0]",To be calculated,To be calculated
723,TA Blundell,"[14, 14, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[3, 4, 0]","[0, 0, 0]","[5, 4, 1]",To be calculated,To be calculated
724,TAM Siriwardana,"[149, 136, 8]","[5, 4, 0]","[106, 87, 7]","[0, 0, 0]","[63, 72, 2]","[45, 41, 0]","[13, 21, 0]","[12, 22, 0]",To be calculated,To be calculated
725,Tamim Iqbal,"[2826, 3801, 81]","[482, 593, 10]","[657, 838, 22]","[0, 0, 0]","[736, 1018, 15]","[274, 327, 4]","[371, 488, 12]","[64, 66, 0]",To be calculated,To be calculated
726,Taufeeq Umar,"[17, 15, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
727,TD Paine,"[375, 528, 11]","[32, 59, 1]","[69, 127, 1]","[0, 0, 0]","[82, 125, 3]","[73, 98, 3]","[13, 20, 1]","[0, 0, 0]",To be calculated,To be calculated
728,TJ Friend,"[2, 9, 0]","[0, 0, 0]","[1, 6, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
729,TK Musakanda,"[56, 70, 2]","[18, 23, 1]","[46, 65, 5]","[0, 0, 0]","[23, 43, 1]","[24, 19, 2]","[37, 44, 0]","[30, 29, 0]",To be calculated,To be calculated
730,TL Seifert,"[15, 15, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
731,TM Dilshan,"[3188, 3571, 91]","[341, 358, 8]","[1295, 1541, 37]","[0, 0, 0]","[914, 1057, 27]","[166, 191, 3]","[484, 655, 8]","[37, 65, 2]",To be calculated,To be calculated
732,TM Head,"[572, 555, 17]","[22, 24, 1]","[220, 201, 5]","[0, 0, 0]","[197, 262, 4]","[150, 158, 4]","[22, 61, 0]","[28, 34, 1]",To be calculated,To be calculated
733,TMK Mawoyo,"[33, 92, 1]","[0, 0, 0]","[8, 29, 2]","[0, 0, 0]","[0, 4, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
734,TP Ura,"[220, 260, 7]","[38, 38, 1]","[48, 88, 2]","[0, 0, 0]","[82, 80, 5]","[22, 33, 4]","[109, 117, 2]","[0, 0, 0]",To be calculated,To be calculated
735,TT Beaumont,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
736,TT Samaraweera,"[224, 275, 5]","[31, 41, 2]","[48, 60, 2]","[0, 0, 0]","[75, 102, 1]","[4, 9, 1]","[36, 73, 3]","[0, 0, 0]",To be calculated,To be calculated
737,Tushar Imran,"[49, 135, 6]","[4, 10, 0]","[6, 13, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[23, 25, 2]",To be calculated,To be calculated
738,TV Mufambisi,"[32, 36, 2]","[0, 0, 0]","[5, 19, 1]","[0, 0, 0]","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
739,TWM Latham,"[1021, 1265, 16]","[88, 130, 2]","[226, 294, 11]","[23, 24, 0]","[401, 503, 13]","[315, 342, 6]","[195, 196, 5]","[90, 76, 2]",To be calculated,To be calculated
740,U Raymond-Hoey,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
741,U Thimashini,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
742,Umaima Sohail,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
743,Umar Akmal,"[1050, 1137, 37]","[123, 138, 1]","[154, 212, 10]","[0, 0, 0]","[455, 537, 11]","[120, 166, 3]","[200, 264, 6]","[0, 0, 0]",To be calculated,To be calculated
744,Umar Amin,"[66, 84, 3]","[6, 13, 0]","[20, 58, 3]","[0, 0, 0]","[18, 35, 2]","[13, 18, 0]","[29, 28, 0]","[0, 0, 0]",To be calculated,To be calculated
745,Usman Ghani,"[119, 144, 3]","[29, 61, 1]","[12, 38, 2]","[1, 12, 1]","[24, 21, 0]","[14, 10, 0]","[32, 51, 2]","[0, 0, 0]",To be calculated,To be calculated
746,UT Khawaja,"[486, 583, 11]","[72, 94, 0]","[155, 203, 6]","[0, 0, 0]","[116, 159, 3]","[122, 143, 4]","[67, 84, 3]","[115, 117, 2]",To be calculated,To be calculated
747,V Aravind,"[176, 205, 4]","[34, 63, 3]","[67, 94, 1]","[2, 5, 0]","[58, 105, 2]","[61, 61, 1]","[74, 107, 3]","[0, 0, 0]",To be calculated,To be calculated
748,V Kohli,"[4008, 4462, 83]","[551, 579, 7]","[961, 1038, 21]","[0, 0, 0]","[1330, 1508, 20]","[795, 767, 14]","[813, 866, 10]","[49, 45, 1]",To be calculated,To be calculated
749,V Krishnamurthy,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
750,V Sehwag,"[1926, 2007, 54]","[312, 299, 5]","[521, 495, 18]","[0, 0, 0]","[262, 221, 5]","[12, 13, 1]","[220, 182, 6]","[15, 24, 1]",To be calculated,To be calculated
751,V Shankar,"[53, 57, 2]","[28, 28, 1]","[22, 32, 0]","[0, 0, 0]","[29, 40, 1]","[57, 56, 2]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
752,V Sibanda,"[756, 1330, 34]","[92, 97, 5]","[249, 410, 12]","[0, 0, 0]","[170, 265, 6]","[63, 94, 4]","[151, 255, 7]","[7, 15, 1]",To be calculated,To be calculated
753,VB van Jaarsveld,"[1, 7, 1]","[0, 0, 0]","[2, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
754,VR Iyer,"[12, 18, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[5, 8, 0]","[4, 8, 0]",To be calculated,To be calculated
755,VR Vanitha,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
756,VRV Singh,"[6, 6, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 4, 0]","[0, 0, 0]",To be calculated,To be calculated
757,VS Solanki,"[237, 346, 6]","[33, 54, 0]","[17, 45, 2]","[0, 0, 0]","[31, 57, 2]","[9, 6, 0]","[48, 58, 2]","[8, 15, 1]",To be calculated,To be calculated
758,VV Morea,"[1, 4, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[24, 32, 1]","[19, 19, 1]","[10, 32, 1]","[0, 0, 0]",To be calculated,To be calculated
759,W Jaffer,"[0, 8, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
760,W Madhevere,"[78, 119, 4]","[12, 27, 2]","[73, 114, 5]","[0, 0, 0]","[95, 81, 1]","[39, 50, 2]","[51, 63, 1]","[0, 0, 0]",To be calculated,To be calculated
761,WA Young,"[56, 61, 3]","[9, 5, 1]","[1, 4, 0]","[22, 35, 0]","[1, 7, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
762,Waheed Ahmed,"[19, 33, 1]","[4, 8, 1]","[0, 0, 0]","[0, 0, 0]","[3, 11, 1]","[13, 23, 0]","[0, 5, 1]","[0, 0, 0]",To be calculated,To be calculated
763,Washington Sundar,"[21, 15, 0]","[2, 14, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[5, 5, 0]","[18, 31, 1]","[0, 0, 0]",To be calculated,To be calculated
764,WGAKK Kulasuriya,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
765,WIA Fernando,"[310, 377, 12]","[48, 33, 0]","[98, 117, 5]","[0, 0, 0]","[5, 5, 1]","[22, 34, 2]","[93, 134, 1]","[25, 31, 1]",To be calculated,To be calculated
766,WK McCallan,"[33, 68, 1]","[0, 7, 2]","[4, 9, 1]","[0, 0, 0]","[20, 26, 1]","[9, 9, 0]","[0, 3, 1]","[1, 3, 0]",To be calculated,To be calculated
767,WP Saha,"[9, 10, 1]","[6, 4, 0]","[0, 0, 0]","[0, 0, 0]","[2, 3, 0]","[2, 2, 0]","[6, 11, 1]","[0, 0, 0]",To be calculated,To be calculated
768,WTS Porterfield,"[1031, 1635, 46]","[183, 263, 5]","[221, 323, 6]","[5, 10, 0]","[305, 537, 12]","[234, 246, 7]","[224, 259, 6]","[11, 16, 1]",To be calculated,To be calculated
769,WU Tharanga,"[2409, 3395, 67]","[312, 422, 7]","[810, 1194, 37]","[0, 0, 0]","[527, 780, 19]","[259, 284, 5]","[347, 377, 4]","[36, 34, 1]",To be calculated,To be calculated
770,WW Hinds,"[240, 465, 13]","[157, 170, 3]","[14, 38, 0]","[10, 13, 1]","[11, 46, 2]","[0, 0, 0]","[64, 62, 0]","[0, 0, 0]",To be calculated,To be calculated
771,XM Marshall,"[53, 131, 10]","[2, 12, 0]","[41, 58, 1]","[0, 0, 0]","[0, 3, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
772,Y Venugopal Rao,"[65, 74, 3]","[7, 21, 0]","[0, 0, 0]","[0, 0, 0]","[38, 66, 1]","[0, 0, 0]","[11, 13, 0]","[0, 0, 0]",To be calculated,To be calculated
773,Yasir Ali Chowdhury,"[30, 27, 2]","[0, 0, 0]","[0, 5, 1]","[0, 0, 0]","[0, 0, 0]","[0, 2, 1]","[4, 8, 0]","[0, 0, 0]",To be calculated,To be calculated
774,Yasir Hameed,"[492, 684, 14]","[32, 42, 2]","[128, 203, 1]","[0, 0, 0]","[44, 77, 1]","[0, 7, 0]","[34, 76, 2]","[30, 50, 1]",To be calculated,To be calculated
775,YH Bhatia,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
776,YK Pathan,"[260, 232, 12]","[44, 44, 2]","[45, 49, 3]","[0, 0, 0]","[46, 67, 2]","[11, 9, 0]","[50, 36, 1]","[0, 0, 0]",To be calculated,To be calculated
777,Younis Khan,"[1295, 2029, 68]","[212, 259, 3]","[355, 531, 14]","[0, 0, 0]","[430, 488, 7]","[70, 88, 0]","[314, 427, 10]","[0, 0, 0]",To be calculated,To be calculated
778,Yuvraj Singh,"[2082, 2178, 50]","[531, 608, 11]","[348, 558, 17]","[0, 0, 0]","[774, 941, 17]","[51, 51, 1]","[465, 514, 6]","[77, 80, 4]",To be calculated,To be calculated
779,Z Crawley,"[49, 41, 1]","[0, 0, 0]","[21, 21, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2, 2, 0]","[0, 0, 0]",To be calculated,To be calculated
780,ZE Green,"[14, 16, 1]","[14, 22, 0]","[19, 32, 0]","[0, 0, 0]","[18, 36, 1]","[41, 30, 1]","[35, 85, 3]","[0, 0, 0]",To be calculated,To be calculated
781,Zubayr Hamza,"[11, 16, 1]","[4, 15, 0]","[0, 0, 0]","[11, 15, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
782,Zulqarnain Haider,"[26, 30, 2]","[0, 0, 0]","[6, 14, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",To be calculated,To be calculated
